sentence,target,idx
There stood on the comer a statue of Jefferson.,0,3327
A statue of Jefferson stood on the comer of the two boulevards.,0,3328
On the comer of the two boulevards stood a statue of Jefferson.,0,3329
The hanging gardens are a sight to behold.,0,3330
The river runs from the lake to the sea.,0,3331
The stream winds through the valley.,0,3332
The stream crawls through the valley.,0,3333
Through the valley ran a rushing stream.,0,3334
There ran through the valley a rushing stream.,0,3335
Italy borders France.,0,3336
Snow caps the mountain.,0,3337
A ship appeared.,0,3338
A large ship appeared on the horizon.,0,3339
On the horizon appeared a large ship.,0,3340
A solution immediately presented itself.,0,3341
A solution immediately presented itself to him.,0,3343
A wonderful opportunity presented itself yesterday.,0,3344
I presented a solution yesterday.,0,3346
A solution presented itself yesterday.,0,3347
The crowd vanished.,0,3348
A valuable 13th-century manuscript recently vanished from the library.,0,3349
The rabbit vanished into thin air.,0,3350
A serious accident happened yesterday.,0,3352
There happened a serious accident yesterday.,0,3353
A serious accident happened in front of them.,0,3354
In front of them happen.,0,3355
The accident happened.,0,3356
Sylvia squirmed.,0,3358
The dog flopped onto the bed.,0,3360
The dog flopped in the comer.,0,3361
A dog lay in the comer.,0,3362
A dog lay in the corner.,0,3364
The convict escaped.,0,3366
The convict escaped from the police.,0,3367
The convict escaped the police.,0,3368
We abandoned the area.,0,3370
The ball rolled.,0,3372
The ball rolled down the hill.,0,3373
The ball rolled over the hill.,0,3374
The ball rolled into the gutter.,0,3375
Bill rolled the ball down the hill.,0,3376
The horse jumped over the stream.,0,3378
The horse jumped across the stream.,0,3379
The horse jumped into the stream.,0,3380
The horse jumped out of the stream.,0,3381
The lions jumped through the hoop.,0,3382
The horse jumped the stream.,0,3383
A little white rabbit jumped out of the box.,0,3384
There jumped out of the box a little white rabbit.,0,3385
We walked ourselves into a state of exhaustion.,0,3386
Tom ran the soles off his shoes.,0,3387
He skated Penny around the rink.,0,3388
They rowed.,0,3389
He rowed Penny across the lake.,0,3390
Penny rowed across the lake.,0,3391
They rowed along the canals of Venice.,0,3392
They rowed the canals of Venice.,0,3393
They waltzed.,0,3394
She waltzed across the floor.,0,3395
He waltzed her across the floor.,0,3396
Jackie chased after the thief.,0,3397
Jackie chased the thief down the street.,0,3398
Jackie chased the thief.,0,3399
Sasha lingered in the museum.,0,3403
Sasha lingered over lunch.,0,3404
Maggie hurried through the museum.,0,3406
Her sister hurried.,0,3407
Maggie hurried her sister.,0,3408
The package weighed ten pounds.,0,3409
I weighed the package.,0,3412
The book costs $10.,0,3413
The phone company billed me $10 for that phone call.,0,3416
The phone company billed me $10.,0,3418
The meeting began at 4 P.M.,0,3420
I began the meeting at 4 P.M.,0,3421
Wilma completed the assignment.,0,3422
My family always summers at the seashore.,0,3424
The man kicked a ball.,0,3425
A man kicked the ball.,0,3426
The ball kicked a man.,0,3427
A ball kicked the man.,0,3428
"The ball, a man kicked.",0,3429
"The man, a ball kicked.",0,3430
Kim is fond of Lee.,0,3436
"In January 2002, a dull star in an obscure constellation suddenly became 600,000 times more luminous than our Sun, temporarily making it the brightest star in our galaxy.",0,3437
The man kicked the ball.,0,3438
The tall man kicked the ball.,0,3439
"The handsome, tall man kicked the ball.",0,3440
"The handsome, tall, nice man kicked the ball.",0,3441
Some sentences can go on.,0,3442
Some sentences can go on and on.,0,3443
Some sentences can go on and on and on.,0,3444
Some sentences can go on and on and on and on.,0,3445
All native speakers have a grammatical competence which can generate an infinite set of grammatical sentences from a finite set of resources.,0,3446
Do not end a sentence with a preposition.,0,3448
Avoid double negatives.,0,3449
The student was hoping for a good clue.,0,3453
The clue that John got was more helpful than the one that Smith got.,0,3454
The student was hoping for a tool.,0,3455
The tool that Jones got was more helpful than the one that Smith got.,0,3456
much evidence is needed.,0,3457
much equipment is needed.,0,3458
much information is needed.,0,3459
much furniture is needed.,0,3460
much advice is needed.,0,3461
The paper provides many clues.,0,3469
The box contains many tools.,0,3470
John offers many suggestions.,0,3471
little evidence was provided.,0,3472
little equipment is available.,0,3473
John offers little advice.,0,3474
little information was provided.,0,3475
few clues could be found.,0,3485
John offers few suggestions.,0,3486
The room contains few armchairs.,0,3487
The president was hoping for a good cake.,0,3488
The bartender gave John some good beers.,0,3489
No one knows how to tell from a good beer to a bad one.,0,3490
My pastor says I ate too much cake.,0,3491
The students drank too much beer last night.,0,3492
People now drink less beer.,0,3493
"In English, the main verb agrees with the head element of the subject.",0,3494
Visiting relatives can be boring.,0,3499
He said that that ` that ' that that man used was wrong.,0,3500
Kim and Sandy is looking for a new bicycle.,0,3501
I have never put the book.,0,3502
The boat floated down the river sank.,0,3503
Chris must liking syntax.,0,3504
There is eager to be fifty students in this class.,0,3505
What is John eager to do?,1,3506
What is John easy to do?,1,3507
Is the boy who holding the plate can see the girl?,1,3508
Which chemical did you mix the hydrogen peroxide and?,1,3509
There seem to be a good feeling developing among the students.,0,3510
Strings have been pulled many times to get students into that university.,0,3511
He washed himself.,0,3512
He washed me.,0,3516
He washed us.,0,3517
Wash yourself.,0,3518
Wash yourselves.,0,3519
Wash me!,0,3521
The weather is lovely today.,0,3522
I am hoping that the weather is lovely today.,0,3523
The birds are singing because the weather is lovely today.,0,3524
They read the book.,0,3525
He treats John very.,0,3526
He walked right the wall.,0,3527
They have no TV.,0,3528
They have no car.,0,3529
They have no information.,0,3530
They have no friend.,0,3531
They can sing.,0,3535
They can run.,0,3536
They can smile.,0,3537
They can cry.,0,3538
They read the new book.,0,3543
They read the interesting book.,0,3544
They read the scientific book.,0,3545
He treats John very nicely.,0,3549
He treats John very badly.,0,3550
He treats John very kindly.,0,3551
He walked right into the wall.,0,3554
"John sang a song, Mary played the piano.",0,3557
We found out that very lucrative jobs were in jeopardy.,0,3558
I think learning English is not easy at all.,0,3561
I doubt you can help me in understanding this.,0,3562
I think that learning English is not all that easy.,0,3563
I doubt if you can help me in understanding this.,0,3564
I am anxious for you to study English grammar hard.,0,3565
John not leave.,0,3569
John drink beer last night.,0,3570
John leave for Seoul tomorrow?,1,3571
"John will study syntax, and Mary, too.",0,3572
He left.,0,3573
He did not leave.,0,3574
Students wanted to write a letter.,0,3575
Students intended to surprise the teacher.,0,3576
Students objected to the teacher.,0,3577
Students sent letters to the teacher.,0,3578
It is crucial for John to show an interest.,0,3579
It is crucial that John should show an interest.,0,3580
"I know I should go to the dentist's, but I just don't want to.",0,3581
"I don't really want to go to the dentist's, but I know I should.",0,3582
She thought it was likely that everyone might fit into the car.,0,3584
She thought it was easy for everyone to fit into the car.,0,3585
The umpire called off the game.,0,3587
The umpire called the game off.,0,3588
The two boys looked the word up.,0,3589
The umpire fell off the deck.,0,3590
The two boys looked up the high stairs.,0,3591
The two boys looked up the high stairs from the floor.,0,3592
The umpire called it of.,0,3596
The umpire fell off it.,0,3599
A tall boy threw the ball.,0,3600
The cat chased the long string.,0,3601
That ball hit a student.,0,3602
The piano played a song.,0,3603
The piano kicked a student.,0,3604
That ball sang a student.,0,3605
"The tall, handsome man kicked the ball.",0,3606
"The tall, kind, handsome man kicked the ball.",0,3607
"The happy, happy, happy, happy, happy, happy man sang a song.",0,3608
The mother of the boy and the girl is arriving soon.,0,3609
The mother of the boy and the girl are arriving soon.,0,3610
John saw the man with a telescope.,0,3611
We need more intelligent leaders.,0,3612
The student enjoyed his English syntax class last semester.,0,3613
The policeman met several young students in the park last night.,0,3614
It was the policeman that met several young students in the park last night.,0,3615
It was several young students that the policeman met in the park last night.,0,3616
It was last night that the policeman met several young students in the park.,0,3617
Where did the policeman meet several young students?,1,3620
What did you put in your box?,1,3621
Where did you put the book?,1,3622
What did you do?,1,3623
John looked up the inside of the chimney.,0,3624
John looked up the meaning of ` chanson '.,0,3625
What did he look up?,1,3626
Where did he look?,1,3627
Up what did he look?,1,3628
What do you think the man who is standing by the door is doing now?,1,3629
What do you think he is doing now?,1,3630
Have you been to Seoul?,1,3631
"John might go home, so might Bill.",0,3632
"John might pass the exam, and as might Bill.",0,3633
If John can speak French fluently – which we all know he can – we will have no problems.,0,3634
"John asked me to put the clothes in the cupboard, and to annoy him I really stuffed them there.",0,3635
"John asked me to put the clothes in the cupboard, and to annoy him I stuffed them there.",0,3636
The girls played in the water and swam under the bridge.,0,3638
The children were neither in their rooms nor on the porch.,0,3639
Many people drink beer or wine.,0,3640
liked ice cream.,0,3643
The monkey wants to leave the meeting.,0,3647
The monkeys approved of their leader.,0,3649
The men practice medicine.,0,3650
John read the book loudly.,0,3652
John sounded happy.,0,3653
John felt proud that his son won the game.,0,3654
The monkeys seem eager to leave the meeting.,0,3659
John seems certain about the bananas.,0,3661
John came from Seoul.,0,3662
They put the book in the box.,0,3663
They stayed in the hotel.,0,3664
The fly fell into the soup.,0,3665
The squirrel ran straight.,0,3666
The squirrel ran right up the tree.,0,3667
This handsome man chased a dog.,0,3671
A man kicked that ball.,0,3672
That tall woman chased a cat.,0,3673
His friend kicked a ball.,0,3674
Bill claims John believes Mary thinks Tom is honest.,0,3675
Jane imagines Bill claims John believes Mary thinks Tom is honest.,0,3676
The little boy hit the child with a toy.,0,3677
Chocolate cakes and pies are my favorite desserts.,0,3678
John suddenly got off the bus.,0,3680
John suddenly put off the customers.,0,3681
John suddenly put the customers off.,0,3683
His second book came out earlier this year and became an instant best-seller.,0,3684
"When you book something such as a hotel room, you arrange to have it.",0,3685
Price quotes on selected categories will be sent out upon request.,0,3686
No doubt that he was forced to leave his family against his will.,0,3687
He intended to will the large amount of money to Frank.,0,3688
Jane stood aside to let her pass.,0,3689
He has a rail pass that's right for you.,0,3690
It is important for us to spend time with children.,0,3691
He was arrested for being drunk.,0,3692
I think that person we met last week is insane.,0,3693
We believe that he is quite reasonable.,0,3694
I forgot to return the book that I borrowed from the teacher.,0,3695
I am anxious that you should arrive on time.,0,3696
I am anxious for you to arrive on time.,0,3697
I wonder whether you'd be kind enough to give us information.,0,3699
"If students study hard, teachers will be happy.",0,3700
"Whether they say it or not, most teachers expect their students to study hard.",0,3701
John put a book on the table.,0,3702
She turned down his offer.,0,3703
He looked at a book about swimming.,0,3704
He talked to a girl about swimming.,0,3705
He talked with a girl about swimming.,0,3706
I don't know the people present.,0,3707
John refused the offer proudly.,0,3710
I consider John the best candidate.,0,3711
I saw him leaving the main building.,0,3712
He took John to the school by the park.,0,3713
John sang a song and danced to the music.,0,3714
John wants to study linguistics in near future.,0,3715
They told Angelica to arrive early for the award.,0,3716
That Louise had abandoned the project surprised everyone.,0,3717
I know you like the back of my hand.,0,3718
Time flies like an arrow.,0,3719
I need to have that report on our web page by tomorrow.,0,3720
The monkey scratched a boy on Monday.,0,3721
John tagged the monkey in the forest.,0,3722
The monkey was tagged in the forest by John.,0,3723
The cat devoured the rat.,0,3724
The rat devoured the cat.,0,3725
This car stinks.,0,3726
It rains.,0,3727
The committee disliked her proposal.,0,3728
These books disappoint me.,0,3729
Our neighbor takes his children to school in his car.,0,3730
"The book, including all the chapters in the first section, is very interesting.",0,3732
The effectiveness of teaching and learning depends on several factors.,0,3734
The tornadoes that tear through this county every spring are more than just a nuisance.,0,3736
